gene,num_isoforms,top_predicted_isoforms,avg_pred_total,avg_true_total
RAD51-AS1,4,"ENST00000526635, ENST00000650326, ENST00000671605",427.7705383300781,491.74664306640625
CHCHD5,5,"ENST00000469030, ENST00000454841, ENST00000324913",427.65673828125,396.04998779296875
PAPPA,3,"ENST00000328252, ENST00000460463, ENST00000483254",427.5477294921875,3984.483154296875
ENSG00000288600,1,ENST00000674216,427.5428771972656,383.4100036621094
PUS3,5,"ENST00000613398, ENST00000530811, ENST00000534158",427.47601318359375,496.8333740234375
ENSG00000265690,4,"ENST00000580114, ENST00000518753, ENST00000523360",427.46435546875,581.443359375
ENSG00000220600,2,"ENST00000572284, ENST00000404494",427.3851013183594,1051.489990234375
ZNF763,5,"ENST00000343949, ENST00000586494, ENST00000592625",427.01824951171875,489.9299621582031
CHDH,2,"ENST00000481668, ENST00000467802",426.7214050292969,781.4567260742188
PRPF39-DT,1,ENST00000556389,426.4286193847656,407.413330078125
DGCR2,7,"ENST00000473832, ENST00000467659, ENST00000608548",426.3884582519531,699.3599853515625
ENSG00000261427,2,"ENST00000568526, ENST00000564808",426.0076904296875,334.87335205078125
ZBTB34,2,"ENST00000319119, ENST00000695642",425.91412353515625,528.1233520507812
CHIA,8,"ENST00000343320, ENST00000489524, ENST00000430615",425.7493896484375,765.0499877929688
BPTFP1,1,ENST00000579209,425.74029541015625,555.2833251953125
FBXO3-DT,1,ENST00000533046,425.68499755859375,1311.4000244140625
SEPTIN14P21,4,"ENST00000450226, ENST00000635008, ENST00000420830",425.65032958984375,492.27667236328125
ZNF431,6,"ENST00000594425, ENST00000593426, ENST00000598331",425.6451721191406,577.719970703125
WDFY1,3,"ENST00000462702, ENST00000233055, ENST00000483061",425.2890319824219,677.9467163085938
OR13C1P,2,"ENST00000641378, ENST00000457612",425.17431640625,550.526611328125
ENSG00000284610,1,ENST00000641966,425.0806884765625,4812.1103515625
MFSD13A,4,"ENST00000450947, ENST00000469294, ENST00000428200",425.042236328125,502.5866394042969
NWD1,10,"ENST00000673758, ENST00000673803, ENST00000524140",425.03851318359375,469.239990234375
ENSG00000286035,1,ENST00000652524,424.8414306640625,412.4966735839844
EGLN1,6,"ENST00000654803, ENST00000670301, ENST00000658954",424.8407897949219,513.6333618164062
IDI2-AS1,5,"ENST00000420381, ENST00000702188, ENST00000437374",424.72882080078125,675.8600463867188
EIF3IP1,1,ENST00000433048,424.6767883300781,439.5966796875
MMGT1,4,"ENST00000679621, ENST00000680510, ENST00000681201",424.66357421875,406.2400207519531
TMUB2,15,"ENST00000587326, ENST00000587775, ENST00000357984",424.337890625,639.469970703125
RMDN3,11,"ENST00000560588, ENST00000560905, ENST00000558560",424.3256530761719,473.7399597167969
CETP,3,"ENST00000379780, ENST00000200676, ENST00000566128",423.8013916015625,793.5632934570312
ENSG00000255022,1,ENST00000529711,423.7756042480469,822.3466796875
CSNK1A1L,1,ENST00000379800,423.5638427734375,401.23333740234375
SPATA2L,2,"ENST00000569918, ENST00000289805",423.2388916015625,444.84332275390625
ABHD5,13,"ENST00000644371, ENST00000646799, ENST00000463153",423.2325439453125,670.9567260742188
KCNQ1,3,"ENST00000155840, ENST00000335475, ENST00000526095",423.148193359375,1584.9833984375
TBCAP2,1,ENST00000416175,422.8019104003906,699.3400268554688
PCNX2,18,"ENST00000498302, ENST00000467336, ENST00000430153",422.7072448730469,1555.7333984375
TAGAP,2,"ENST00000338313, ENST00000326965",422.5534362792969,379.24334716796875
IFT27,9,"ENST00000440696, ENST00000465023, ENST00000417951",422.4783935546875,574.9366455078125
ACTG1P10,1,ENST00000428275,422.2621765136719,329.3033447265625
ENSG00000253214,7,"ENST00000687519, ENST00000668603, ENST00000691691",422.099365234375,1116.813232421875
DLL4,3,"ENST00000557876, ENST00000559440, ENST00000249749",422.069091796875,993.5067138671875
SLC35A3,17,"ENST00000532693, ENST00000422078, ENST00000639088",421.957763671875,1011.0033569335938
TESMIN,6,"ENST00000255087, ENST00000544398, ENST00000438124",421.6065979003906,851.3900146484375
DAXX,9,"ENST00000477162, ENST00000446511, ENST00000446403",421.57952880859375,1990.179931640625
ZNF160,14,"ENST00000597112, ENST00000596966, ENST00000602095",420.95294189453125,782.1900024414062
ITGA2B,7,"ENST00000589645, ENST00000262407, ENST00000592075",420.91668701171875,976.6133422851562
AMPD1,6,"ENST00000637080, ENST00000639274, ENST00000520113",420.88946533203125,1130.183349609375
C1orf21,7,"ENST00000675061, ENST00000648109, ENST00000235307",420.8834533691406,1006.6300048828125
COMMD10,5,"ENST00000507356, ENST00000274458, ENST00000508250",420.7265625,475.9266662597656
ENSG00000278356,1,ENST00000619883,420.6867370605469,507.0232849121094
ENSG00000260005,2,"ENST00000569559, ENST00000575922",420.67413330078125,368.0766906738281
SCAPER,15,"ENST00000568382, ENST00000565507, ENST00000563290",420.6573181152344,640.913330078125
PHTF2,3,"ENST00000416283, ENST00000422959, ENST00000468351",420.3661804199219,813.6867065429688
ELP1,15,"ENST00000675321, ENST00000467959, ENST00000674740",420.0618896484375,1198.4066162109375
CAMKK2,14,"ENST00000392473, ENST00000446440, ENST00000324774",419.7004089355469,821.2833251953125
PIERCE2,2,"ENST00000570794, ENST00000569691",419.4678039550781,513.203369140625
ENSG00000226647,2,"ENST00000596567, ENST00000411512",419.16845703125,444.83001708984375
MIR4440,1,ENST00000583986,419.1197814941406,348.2466735839844
ATP6V1E2,3,"ENST00000306448, ENST00000524249, ENST00000522219",418.85528564453125,522.5533447265625
ENSG00000285702,1,ENST00000650609,418.5264587402344,454.3166809082031
SP100,15,"ENST00000452345, ENST00000427101, ENST00000340126",418.40850830078125,1127.780029296875
HNRNPA1L2,1,ENST00000357495,418.2395935058594,530.989990234375
NAB1,5,"ENST00000423376, ENST00000426601, ENST00000423076",418.0406494140625,590.6799926757812
AKAP17A,2,"ENST00000381261, ENST00000474361",418.032958984375,954.586669921875
ZNF771,4,"ENST00000564550, ENST00000319296, ENST00000566625",417.905517578125,538.2066650390625
TMEM11-DT,3,"ENST00000439136, ENST00000580291, ENST00000661579",417.62384033203125,395.086669921875
CMC2,17,"ENST00000562828, ENST00000565914, ENST00000630396",417.5259704589844,681.306640625
UQCRBP1,1,ENST00000421129,417.5238952636719,488.9666748046875
SMIM11,8,"ENST00000652570, ENST00000474455, ENST00000489469",417.4745178222656,401.9866943359375
ENSG00000248918,1,ENST00000508923,417.10198974609375,1397.2567138671875
ENSG00000286442,1,ENST00000669232,416.0136413574219,380.0
PGLS-DT,5,"ENST00000655024, ENST00000595116, ENST00000598141",415.9826965332031,528.183349609375
NEK11,10,"ENST00000510926, ENST00000510823, ENST00000515636",415.9642639160156,942.0700073242188
ENSG00000227242,1,ENST00000444082,415.8900146484375,515.643310546875
ENSG00000267073,2,"ENST00000592934, ENST00000586506",415.82196044921875,409.64666748046875
NEMP2-DT,1,ENST00000457407,415.72369384765625,381.00665283203125
GRB10,19,"ENST00000357271, ENST00000644879, ENST00000402497",415.704833984375,1055.4932861328125
PARP9,8,"ENST00000360356, ENST00000477522, ENST00000466126",415.5498046875,1380.776611328125
ENSG00000233558,1,ENST00000435100,415.4975280761719,500.00665283203125
ENSG00000213655,1,ENST00000513479,415.2978515625,464.32666015625
ENSG00000231760,2,"ENST00000622897, ENST00000455607",415.1725769042969,509.6266784667969
ENSG00000282022,1,ENST00000631830,415.0619201660156,657.9299926757812
LIMA1,8,"ENST00000552491, ENST00000552823, ENST00000547825",414.9793701171875,529.3766479492188
TUFT1,5,"ENST00000461859, ENST00000490156, ENST00000368848",414.879638671875,538.6466674804688
GPR157,2,"ENST00000377411, ENST00000466131",414.85113525390625,453.0400085449219
NANOGP7,1,ENST00000554450,414.75640869140625,467.94000244140625
KANK1,33,"ENST00000686846, ENST00000689126, ENST00000693143",414.6201477050781,1531.2900390625
KLHL24,11,"ENST00000476808, ENST00000454652, ENST00000468001",414.5978698730469,766.3300170898438
CTSW,7,"ENST00000680443, ENST00000680670, ENST00000528419",414.4037780761719,909.0466918945312
FOCAD,10,"ENST00000603695, ENST00000603631, ENST00000380249",414.25653076171875,622.566650390625
PLEKHH3,7,"ENST00000587627, ENST00000591490, ENST00000293349",414.1830749511719,445.38336181640625
ENSG00000224114,1,ENST00000451736,414.11248779296875,450.8133239746094
BOD1,7,"ENST00000285908, ENST00000311086, ENST00000471339",414.06280517578125,584.5166625976562
ANKRD28,15,"ENST00000462657, ENST00000439830, ENST00000461696",413.84918212890625,603.7200317382812
SLX9,5,"ENST00000485207, ENST00000479127, ENST00000458015",413.80670166015625,378.1866760253906
ENSG00000242611,1,ENST00000478759,413.6427917480469,423.3999938964844
BAG6,25,"ENST00000469182, ENST00000453833, ENST00000470875",413.5536804199219,2628.55029296875
VWA1,4,"ENST00000338660, ENST00000476993, ENST00000495558",413.48388671875,940.52001953125
ENSG00000258729,2,"ENST00000623367, ENST00000554299",413.3720703125,947.5633544921875
ENSA,12,"ENST00000503345, ENST00000271690, ENST00000638926",413.3598937988281,1058.026611328125
ZNF335,4,"ENST00000494955, ENST00000322927, ENST00000475002",413.15582275390625,578.2266845703125
ENSG00000220446,1,ENST00000402778,413.0653076171875,455.0533447265625
BLZF1,2,"ENST00000426663, ENST00000329281",412.96856689453125,736.5499877929688
NRXN3,18,"ENST00000679122, ENST00000335750, ENST00000634499",412.84405517578125,646.953369140625
PAX7,2,"ENST00000375375, ENST00000420770",412.7740173339844,554.7066650390625
ENSG00000284823,1,ENST00000643972,412.5021667480469,602.6266479492188
LINC00964,24,"ENST00000669297, ENST00000666477, ENST00000663195",412.1971740722656,1163.75
LINC01844,21,"ENST00000655828, ENST00000660053, ENST00000659517",412.0563049316406,1283.969970703125
TMEFF1,1,ENST00000374879,411.50469970703125,362.02667236328125
OSMR,4,"ENST00000509237, ENST00000513831, ENST00000502536",411.2542724609375,1337.50341796875
NDUFS5P1,1,ENST00000405668,411.1702880859375,625.989990234375
ENSG00000214773,1,ENST00000398957,411.019287109375,394.5299987792969
PLSCR3,8,"ENST00000619711, ENST00000575434, ENST00000574401",410.77850341796875,540.2799682617188
SC5D,7,"ENST00000527183, ENST00000392789, ENST00000264027",410.5955810546875,608.683349609375
LINC02990,1,ENST00000523002,410.55133056640625,330.6266784667969
LINC00690,13,"ENST00000670078, ENST00000669844, ENST00000429949",410.4823303222656,520.9966430664062
DIAPH2-AS1,4,"ENST00000439759, ENST00000579945, ENST00000445414",410.38397216796875,397.9366455078125
OSM,3,"ENST00000403389, ENST00000403463, ENST00000215781",410.2843933105469,1020.8499755859375
SETP10,1,ENST00000424368,410.177001953125,569.3033447265625
CDH3,3,"ENST00000569036, ENST00000565453, ENST00000569080",410.1199645996094,541.4566650390625
DALRD3,8,"ENST00000420952, ENST00000467457, ENST00000484831",409.6535949707031,751.9232788085938
COL3A1,6,"ENST00000450867, ENST00000467886, ENST00000470167",409.5021667480469,1732.28662109375
SLC26A10,9,"ENST00000483647, ENST00000440686, ENST00000497297",409.40625,798.623291015625
C7orf50,7,"ENST00000444428, ENST00000491163, ENST00000488073",409.154296875,717.2633666992188
RN7SKP13,1,ENST00000515933,409.1156311035156,370.05999755859375
ENSG00000271009,1,ENST00000604855,409.02374267578125,496.22332763671875
ACTBP7,1,ENST00000418351,408.84796142578125,437.7166748046875
JOSD2,4,"ENST00000601423, ENST00000594350, ENST00000602146",408.8190002441406,857.943359375
OLFML3,5,"ENST00000491700, ENST00000369551, ENST00000633022",408.71734619140625,521.82666015625
LINC02055,18,"ENST00000650217, ENST00000523232, ENST00000685617",408.4422912597656,562.5633544921875
C1orf43,7,"ENST00000368516, ENST00000368518, ENST00000493814",408.33056640625,1087.050048828125
C1orf159,12,"ENST00000421241, ENST00000487177, ENST00000477196",408.2660827636719,423.58001708984375
ALOX15B,4,"ENST00000380183, ENST00000573359, ENST00000571240",408.0544128417969,395.873291015625
NIBAN1,4,"ENST00000461167, ENST00000496299, ENST00000487074",407.7101745605469,677.4299926757812
GCH1,6,"ENST00000395514, ENST00000543643, ENST00000491895",407.5513000488281,787.360107421875
RAI14,26,"ENST00000514036, ENST00000508315, ENST00000512305",407.5253601074219,759.0
MIR3177,1,ENST00000578255,407.4920959472656,348.92999267578125
ENSG00000247810,4,"ENST00000652451, ENST00000660466, ENST00000655789",407.3638610839844,678.32666015625
ZNF326,4,"ENST00000394583, ENST00000340281, ENST00000370447",407.3426818847656,683.1566772460938
TBC1D8B,6,"ENST00000492970, ENST00000460545, ENST00000276175",407.325439453125,802.5633544921875
ZNF28,8,"ENST00000542421, ENST00000594602, ENST00000457749",407.23455810546875,661.0167236328125
ENSG00000239498,1,ENST00000432993,407.21197509765625,632.2133178710938
NDUFS1,9,"ENST00000498520, ENST00000449699, ENST00000456284",406.58941650390625,1771.4132080078125
MTHFS,3,"ENST00000560261, ENST00000559722, ENST00000560919",406.569091796875,462.4100036621094
MIR3907,1,ENST00000579424,406.4983825683594,333.4666748046875
ENSG00000262815,1,ENST00000576477,406.4487609863281,412.0633239746094
MTA3P1,1,ENST00000443768,406.3047790527344,933.4100952148438
GTF2H1,14,"ENST00000607664, ENST00000530496, ENST00000526630",406.2221984863281,5969.46044921875
KAT14,10,"ENST00000489634, ENST00000677174, ENST00000377681",406.15478515625,553.67333984375
UQCRB,9,"ENST00000517603, ENST00000521036, ENST00000518876",405.97900390625,686.4199829101562
CHURC1,6,"ENST00000551947, ENST00000556089, ENST00000552002",405.9546203613281,782.6499633789062
SCAP,11,"ENST00000465628, ENST00000494938, ENST00000485967",405.8057556152344,643.4033203125
DUOXA1,14,"ENST00000267803, ENST00000559014, ENST00000559013",405.6883850097656,1129.0867919921875
LINC02777,10,"ENST00000653076, ENST00000634763, ENST00000662139",405.6848449707031,866.4967041015625
MIR5194,1,ENST00000582634,405.6607666015625,467.7300109863281
RNU6-969P,1,ENST00000383900,405.6591796875,411.52667236328125
LNP1,3,"ENST00000489752, ENST00000383693, ENST00000466996",405.5408630371094,388.71331787109375
MAPKAPK3,7,"ENST00000497283, ENST00000486712, ENST00000430409",405.42608642578125,466.88665771484375
CUL3,9,"ENST00000409096, ENST00000454323, ENST00000409777",405.3973388671875,543.0999755859375
EZH2,11,"ENST00000483012, ENST00000684436, ENST00000469631",404.9592590332031,747.9566650390625
RN7SL589P,1,ENST00000481268,404.7986145019531,616.1133422851562
PROM1,15,"ENST00000502501, ENST00000539194, ENST00000505450",404.79571533203125,605.643310546875
ZNF414,7,"ENST00000393927, ENST00000255616, ENST00000599379",404.488525390625,896.67333984375
GPR107,5,"ENST00000372406, ENST00000462907, ENST00000372410",404.4347839355469,671.6499633789062
CDON,16,"ENST00000392693, ENST00000680589, ENST00000683716",404.20135498046875,655.739990234375
ZNF852,4,"ENST00000463067, ENST00000489411, ENST00000650400",404.1688232421875,483.46331787109375
AHCYP3,1,ENST00000420053,404.14312744140625,315.3599853515625
CKB,7,"ENST00000557287, ENST00000555366, ENST00000348956",404.0633239746094,548.5599975585938
ZIK1,7,"ENST00000307468, ENST00000598726, ENST00000536878",404.056640625,463.52667236328125
MICOS10-NBL1,2,"ENST00000602293, ENST00000602384",403.9810485839844,705.0899658203125
UBE2V2P2,1,ENST00000587677,403.79815673828125,449.1300048828125
IFITM1,20,"ENST00000681702, ENST00000681938, ENST00000680310",403.73876953125,4235.67333984375
AKR7A2,4,"ENST00000492217, ENST00000235835, ENST00000489286",403.50799560546875,526.239990234375
UBA2,10,"ENST00000590048, ENST00000588585, ENST00000246548",403.3035583496094,465.9333801269531
LINC00992,2,"ENST00000504107, ENST00000514186",403.12725830078125,706.34326171875
PIR,6,"ENST00000471725, ENST00000492432, ENST00000476381",402.8725891113281,682.4066772460938
ZNF560,2,"ENST00000301480, ENST00000585974",402.77197265625,416.8233642578125
ENSG00000259452,1,ENST00000559892,402.7386169433594,574.8900146484375
ENSG00000232895,1,ENST00000420156,402.4258728027344,373.5199890136719
MIR4326,1,ENST00000582203,402.3648681640625,328.4166564941406
MIER2,7,"ENST00000619835, ENST00000586994, ENST00000621180",402.3306579589844,1012.0433349609375
ENSG00000286285,2,"ENST00000664477, ENST00000658112",402.07470703125,492.5099792480469
SNHG17,36,"ENST00000701239, ENST00000659186, ENST00000663540",402.01416015625,1452.3265380859375
PDE4DIPP7,6,"ENST00000636086, ENST00000636533, ENST00000615436",401.34906005859375,740.7366943359375
HAPLN2,5,"ENST00000482204, ENST00000255039, ENST00000456112",401.3072204589844,557.2266845703125
TTC39A-AS1,2,"ENST00000568425, ENST00000564479",401.2857666015625,709.8333740234375
PIK3CB,12,"ENST00000481749, ENST00000462898, ENST00000493568",401.2649841308594,965.3399658203125
IDH3A,19,"ENST00000559106, ENST00000299518, ENST00000558016",400.9879150390625,818.5366821289062
RTN3,14,"ENST00000537981, ENST00000338850, ENST00000540798",400.9825134277344,1370.6365966796875
PPP3CB,6,"ENST00000394828, ENST00000360663, ENST00000495897",400.9227294921875,477.3600158691406
CHD9,11,"ENST00000219084, ENST00000562791, ENST00000564641",400.90924072265625,973.67333984375
DMTF1,26,"ENST00000454008, ENST00000580010, ENST00000432366",400.9026184082031,1057.31005859375
ENSG00000229010,1,ENST00000450968,400.8692321777344,539.086669921875
FMNL1-AS1,1,ENST00000393507,400.849365234375,901.3599853515625
AK9,12,"ENST00000532976, ENST00000424296, ENST00000470564",400.8429260253906,692.2200317382812
UNCX,1,ENST00000316333,400.7355041503906,664.336669921875
EML5,3,"ENST00000554922, ENST00000555823, ENST00000553973",400.73291015625,571.0899658203125
CCPG1,13,"ENST00000568592, ENST00000442196, ENST00000310958",400.31719970703125,527.7533569335938
NPM1P21,1,ENST00000513394,400.06304931640625,406.7133483886719
TCN1,5,"ENST00000257264, ENST00000534531, ENST00000529251",399.81610107421875,559.163330078125
TRIM16L,8,"ENST00000571542, ENST00000573443, ENST00000641182",399.495849609375,534.82666015625
